g_isosrf,x_minx_isosrf,y_minx_isosrf,x_minx_para,y_minx_para,Timestep
67959.84438179481,0.0799999982,3.90624991e-05,0.118793011,0.0,0.0
50994.385046910626,0.0799999982,3.90624991e-05,0.118818507,0.000234374995,7.66898588e-05
25326.57036272418,0.0799999982,3.90624991e-05,0.11866498,0.000234374995,0.000394829904
18202.096163376293,0.0799999982,3.90624991e-05,0.118556291,0.000312499993,0.000724195372
23144.14338124106,0.0799999982,3.90624991e-05,0.118655391,0.000234374995,0.00106527501
21417.182727051888,0.0799999982,3.90624991e-05,0.118623219,0.000234374995,0.00141687232
20104.43013360607,0.0799999982,3.90624991e-05,0.118427053,0.000312499993,0.0017284794
20282.605011311218,0.0799999982,3.90624991e-05,0.118148573,0.000390625006,0.00201248218
25495.16252020854,0.0799999982,3.90624991e-05,0.117888443,0.000390625006,0.00231097309
23698.070203603536,0.0799999982,3.90624991e-05,0.117868818,0.00046874999,0.00262393427
28206.221193871337,0.0799999982,3.90624991e-05,0.117586866,0.000390625006,0.00294239063
22701.067249432588,0.0799999982,3.90624991e-05,0.117164336,0.00046874999,0.00326849495
17497.57692794417,0.0799999982,3.90624991e-05,0.116859592,0.00046874999,0.0035967158
15112.999567403509,0.0799999982,3.90624991e-05,0.11657045,0.00046874999,0.00393676363
17767.312742158883,0.0799999982,3.90624991e-05,0.116406418,0.000390625006,0.00423545844
17616.121903475447,0.0799999982,3.90624991e-05,0.116391547,0.000312499993,0.00452119376
17260.364941678807,0.0799999982,3.90624991e-05,0.116501503,0.000234374995,0.00482187964
16690.251622943397,0.0799999982,3.90624991e-05,0.116754077,0.000312499993,0.00513531545
19170.389740885777,0.0799999982,3.90624991e-05,0.116744868,0.000390625006,0.00545174023
21713.551757880232,0.0799999982,3.90624991e-05,0.116699293,0.000390625006,0.00578663302
22071.232815721203,0.0799999982,3.90624991e-05,0.116594702,0.00046874999,0.00613160885
18893.45635850523,0.0799999982,3.90624991e-05,0.116379537,0.00046874999,0.00647203293
16776.45934332962,0.0799999982,3.90624991e-05,0.116188549,0.00046874999,0.00675885661
16810.219574507457,0.0799999982,3.90624991e-05,0.115991481,0.00046874999,0.00704764078
16455.875169543364,0.0799999982,3.90624991e-05,0.115672313,0.00046874999,0.00735122306
14163.872198335615,0.0799999982,3.90624991e-05,0.115410373,0.000390625006,0.00766986541
12453.15413012067,0.0799999982,3.90624991e-05,0.115081444,0.000390625006,0.00798755883
13112.64534531535,0.0799999982,3.90624991e-05,0.114652514,0.00046874999,0.0083100769
11537.394006621558,0.0799999982,3.90624991e-05,0.114307098,0.00046874999,0.0086341076
11957.419949098956,0.0799999982,3.90624991e-05,0.11403279,0.000390625006,0.00896289464
12670.560138329705,0.0799999982,3.90624991e-05,0.113739036,0.000390625006,0.00924691793
13119.851259081372,0.0799999982,3.90624991e-05,0.113398306,0.00046874999,0.00953718959
14254.084987614118,0.0799999982,3.90624991e-05,0.113104776,0.00046874999,0.00984200835
15687.839644647824,0.0799999982,3.90624991e-05,0.112789869,0.000390625006,0.0101506175
16885.84599544989,0.0799999982,3.90624991e-05,0.112542994,0.000390625006,0.0104648605
17225.44195847418,0.0799999982,3.90624991e-05,0.1123247,0.000312499993,0.0107956278
17286.579956682803,0.0799999982,3.90624991e-05,0.112324931,0.000312499993,0.011135649
19474.67930949661,0.0799999982,3.90624991e-05,0.112379,0.000312499993,0.0114650481
20306.37041345877,0.0799999982,3.90624991e-05,0.112359188,0.000312499993,0.0117470575
24625.35211936811,0.0799999982,3.90624991e-05,0.11233446,0.000312499993,0.0120395178
31494.403285631048,0.0799999982,3.90624991e-05,0.112298556,0.000390625006,0.0123462233
34470.52623420092,0.0799999982,3.90624991e-05,0.112282865,0.000312499993,0.0126651427
34108.10164985066,0.0799999982,3.90624991e-05,0.112231776,0.000390625006,0.0129889914
33318.86207966658,0.0799999982,3.90624991e-05,0.112124249,0.000390625006,0.0133304137
27818.55526493951,0.0799999982,3.90624991e-05,0.112010561,0.000390625006,0.0136768984
24351.21753385205,0.0799999982,3.90624991e-05,0.111939237,0.000312499993,0.0139944079
22847.25011360064,0.0799999982,3.90624991e-05,0.1118595,0.000312499993,0.0142768057
24675.227346117237,0.0799999982,3.90624991e-05,0.111730084,0.000390625006,0.0145729808
29129.81571115095,0.0799999982,3.90624991e-05,0.111578003,0.000390625006,0.0148832596
25853.253971658967,0.0799999982,3.90624991e-05,0.111403242,0.00046874999,0.0152015407
24655.935979272763,0.0799999982,3.90624991e-05,0.111249998,0.00035793017,0.0155308892
26153.333082572794,0.0799999982,3.90624991e-05,0.111024685,0.00046874999,0.0158743447
20924.893256509542,0.0799999982,3.90624991e-05,0.110701598,0.00046874999,0.016222672
18391.342375736527,0.0799999982,3.90624991e-05,0.110414378,0.000390625006,0.0165259836
18885.29571831721,0.0799999982,3.90624991e-05,0.110279657,0.000390625006,0.0168108536
23117.638497430387,0.0799999982,3.90624991e-05,0.110167608,0.000312499993,0.0171105335
27771.44691185413,0.0799999982,3.90624991e-05,0.10996154,0.000390625006,0.0174249034
24708.041119673264,0.0799999982,3.90624991e-05,0.109740943,0.000390625006,0.017743418
25742.38907310464,0.0799999982,3.90624991e-05,0.109678231,0.000312499993,0.018077479
26574.889060285444,0.0799999982,3.90624991e-05,0.109641857,0.000312499993,0.0184228019
20833.84385921176,0.0799999982,3.90624991e-05,0.109544046,0.000390625006,0.018774315
18942.58741883721,0.0799999982,3.90624991e-05,0.109630026,0.000312499993,0.0190623326
20131.433961428236,0.0799999982,3.90624991e-05,0.109917432,0.000234374995,0.0193506164
25640.967758767893,0.0799999982,3.90624991e-05,0.11007306,0.000312499993,0.019653797
28014.479493453604,0.0799999982,3.90624991e-05,0.110003993,0.000390625006,0.0199722661
24101.143492890344,0.0799999982,3.90624991e-05,0.110109717,0.000312499993,0.0202916296
26517.51664296358,0.0799999982,3.90624991e-05,0.110398121,0.000234374995,0.0206299311
25364.36512839497,0.0799999982,3.90624991e-05,0.110756643,0.000312499993,0.0209774306
20384.765602465,0.0799999982,3.90624991e-05,0.110924818,0.000312499993,0.0213135211
19244.960750603896,0.0799999982,3.90624991e-05,0.111037038,0.000390625006,0.0215955484
21050.33510259972,0.0799999982,3.90624991e-05,0.11119014,0.000390625006,0.0218879435
26628.99005353193,0.0799999982,3.90624991e-05,0.111337781,0.000312499993,0.0221945977
26829.31210614735,0.0799999982,3.90624991e-05,0.111538902,0.000312499993,0.0225135252
23673.478126236932,0.0799999982,3.90624991e-05,0.111783534,0.000234374995,0.0228373073
26698.966119144177,0.0799999982,3.90624991e-05,0.112115189,0.000234374995,0.0231787056
