g_isosrf,x_minx_isosrf,y_minx_isosrf,x_minx_para,y_minx_para,Timestep
23658.557549893165,0.0799999982,3.90624991e-05,0.112481058,0.000234374995,0.0235290813
19822.565167111898,0.0799999982,3.90624991e-05,0.112743817,0.000312499993,0.0238507204
19336.74868231869,0.0799999982,3.90624991e-05,0.11294847,0.000312499993,0.0241333182
22355.046172660263,0.0799999982,3.90624991e-05,0.113182336,0.000312499993,0.0244298426
27507.258233767232,0.0799999982,3.90624991e-05,0.113472737,0.000312499993,0.0247405005
25541.16833246852,0.0799999982,3.90624991e-05,0.113730028,0.000312499993,0.0250587693
24458.351718720423,0.0799999982,3.90624991e-05,0.114009731,0.000312499993,0.025388648
26914.070124100177,0.0799999982,3.90624991e-05,0.114318736,0.000312499993,0.0257322735
22233.490611459623,0.0799999982,3.90624991e-05,0.114601076,0.000312499993,0.0260850529
24547.690779978795,0.0799999982,3.90624991e-05,0.114773445,0.000390625006,0.027
25979.968598578478,0.0799999982,3.90624991e-05,0.114811428,0.000390625006,0.028
19299.78450866703,0.0799999982,3.90624991e-05,0.114552327,0.000390625006,0.029
25492.946916957495,0.0799999982,3.90624991e-05,0.113839939,0.00046874999,0.03
22259.88554326776,0.0799999982,3.90624991e-05,0.113124996,0.000284332724,0.031
25752.05256132729,0.0799999982,3.90624991e-05,0.112105444,0.000390625006,0.032
26296.868189879842,0.0799999982,3.90624991e-05,0.111249998,0.000348612084,0.033
19266.649659903607,0.0799999982,3.90624991e-05,0.110443793,0.000390625006,0.034
24532.69491403329,0.0799999982,3.90624991e-05,0.109754808,0.000390625006,0.035
21456.259233552213,0.0799999982,3.90624991e-05,0.109138645,0.000390625006,0.036
26587.72848458126,0.0799999982,3.90624991e-05,0.108641855,0.000390625006,0.037
25880.68232429092,0.0799999982,3.90624991e-05,0.108205818,0.000390625006,0.038
19466.549261309294,0.0799999982,3.90624991e-05,0.107870229,0.000390625006,0.039
21880.82167533413,0.0799999982,3.90624991e-05,0.107593723,0.000312499993,0.04
21059.62326921372,0.0799999982,3.90624991e-05,0.107335165,0.000390625006,0.041
25488.488036854764,0.0799999982,3.90624991e-05,0.10713654,0.000390625006,0.042
22719.79032186397,0.0799999982,3.90624991e-05,0.106957339,0.000312499993,0.043
19271.89709682451,0.0799999982,3.90624991e-05,0.106875002,0.000277168903,0.044
19314.830601813694,0.0799999982,3.90624991e-05,0.106875002,0.000223801297,0.045
19293.897993331408,0.0799999982,3.90624991e-05,0.106875002,0.000312499993,0.046
25019.000179637762,0.0799999982,3.90624991e-05,0.106994249,0.000312499993,0.047
21886.659089868623,0.0799999982,3.90624991e-05,0.10722883,0.000312499993,0.048
20453.219594442176,0.0799999982,3.90624991e-05,0.107559435,0.000312499993,0.049
19560.787957880555,0.0799999982,3.90624991e-05,0.107977584,0.000312499993,0.05
18951.17235343501,0.0799999982,3.90624991e-05,0.108366624,0.000312499993,0.051
24329.590371753762,0.0799999982,3.90624991e-05,0.108684234,0.000312499993,0.052
22356.5278494944,0.0799999982,3.90624991e-05,0.109024696,0.000312499993,0.053
21514.67362209808,0.0799999982,3.90624991e-05,0.109233968,0.000390625006,0.054
19218.695687598745,0.0799999982,3.90624991e-05,0.109488904,0.000312499993,0.055
18504.641475946937,0.0799999982,3.90624991e-05,0.109820567,0.000312499993,0.056
24494.79529076008,0.0799999982,3.90624991e-05,0.110027909,0.000312499993,0.057
22404.158621791816,0.0799999982,3.90624991e-05,0.110316403,0.000312499993,0.058
22790.33987868943,0.0799999982,3.90624991e-05,0.110437185,0.000390625006,0.059
20166.285059831207,0.0799999982,3.90624991e-05,0.110559903,0.000390625006,0.06
19293.91972773191,0.0799999982,3.90624991e-05,0.110597439,0.000312499993,0.061
21501.626095397463,0.0799999982,3.90624991e-05,0.110514261,0.000390625006,0.062
21700.96971599034,0.0799999982,3.90624991e-05,0.110512428,0.000312499993,0.063
24743.018682079146,0.0799999982,3.90624991e-05,0.110392846,0.000390625006,0.064
21226.52214025907,0.0799999982,3.90624991e-05,0.110299334,0.000390625006,0.065
18187.047510229575,0.0799999982,3.90624991e-05,0.110173725,0.000390625006,0.066
21406.5235268063,0.0799999982,3.90624991e-05,0.109889127,0.000390625006,0.067
20558.952358478262,0.0799999982,3.90624991e-05,0.109726459,0.000312499993,0.068
24971.47800254285,0.0799999982,3.90624991e-05,0.109534696,0.000390625006,0.069
21852.42410667985,0.0799999982,3.90624991e-05,0.109449357,0.000312499993,0.07
18291.232037429985,0.0799999982,3.90624991e-05,0.109424897,0.000312499993,0.071
19906.0418026352,0.0799999982,3.90624991e-05,0.10949403,0.000312499993,0.072
20211.87300328155,0.0799999982,3.90624991e-05,0.109572574,0.000312499993,0.073
25482.475979116247,0.0799999982,3.90624991e-05,0.10962157,0.000390625006,0.074
22222.900403215623,0.0799999982,3.90624991e-05,0.109763913,0.000312499993,0.075
19032.400796906513,0.0799999982,3.90624991e-05,0.109762818,0.000390625006,0.076
19306.339465618057,0.0799999982,3.90624991e-05,0.109655142,0.000390625006,0.077
19463.334080435216,0.0799999982,3.90624991e-05,0.109595336,0.000312499993,0.078
25291.642617919442,0.0799999982,3.90624991e-05,0.109409638,0.000390625006,0.079
22536.4887368407,0.0799999982,3.90624991e-05,0.109343842,0.000312499993,0.08
20113.331842611162,0.0799999982,3.90624991e-05,0.109274663,0.000390625006,0.081
19154.87214692825,0.0799999982,3.90624991e-05,0.109275289,0.000312499993,0.082
19083.481502083414,0.0799999982,3.90624991e-05,0.109305382,0.000312499993,0.083
24814.801390933022,0.0799999982,3.90624991e-05,0.109297156,0.000390625006,0.084
22349.59956773477,0.0799999982,3.90624991e-05,0.109311841,0.000312499993,0.085
21507.418197930914,0.0799999982,3.90624991e-05,0.10926953,0.000390625006,0.086
19447.498124870355,0.0799999982,3.90624991e-05,0.109337837,0.000312499993,0.087
18619.739027398784,0.0799999982,3.90624991e-05,0.109440275,0.000312499993,0.088
23581.302072913197,0.0799999982,3.90624991e-05,0.109452486,0.000390625006,0.089
21752.010638766325,0.0799999982,3.90624991e-05,0.109573133,0.000312499993,0.09
22656.48054760531,0.0799999982,3.90624991e-05,0.109600283,0.000390625006,0.091
19709.505247707,0.0799999982,3.90624991e-05,0.109654211,0.000312499993,0.092
18306.89460419085,0.0799999982,3.90624991e-05,0.109672405,0.000312499993,0.093
22191.932799302132,0.0799999982,3.90624991e-05,0.10964825,0.000390625006,0.094
21265.268432351786,0.0799999982,3.90624991e-05,0.109748609,0.000312499993,0.095
23977.39797963925,0.0799999982,3.90624991e-05,0.109725535,0.000390625006,0.096
20432.968944375603,0.0799999982,3.90624991e-05,0.109746069,0.000312499993,0.097
18308.92757703769,0.0799999982,3.90624991e-05,0.109743871,0.000312499993,0.098
21157.98210667991,0.0799999982,3.90624991e-05,0.10971012,0.000390625006,0.099
20702.341289781943,0.0799999982,3.90624991e-05,0.109751113,0.000312499993,0.1
24823.097019924153,0.0799999982,3.90624991e-05,0.109683938,0.000390625006,0.101
21184.531611291608,0.0799999982,3.90624991e-05,0.109708212,0.000312499993,0.102
18361.055783038722,0.0799999982,3.90624991e-05,0.109703407,0.000390625006,0.103
19913.353265203656,0.0799999982,3.90624991e-05,0.109663226,0.000390625006,0.104
20116.55741708548,0.0799999982,3.90624991e-05,0.109659135,0.000312499993,0.105
25326.426465120865,0.0799999982,3.90624991e-05,0.109574996,0.000390625006,0.106
21985.586503347913,0.0799999982,3.90624991e-05,0.1096268,0.000312499993,0.107
18954.589646313743,0.0799999982,3.90624991e-05,0.109634437,0.000390625006,0.108
19068.247581732423,0.0799999982,3.90624991e-05,0.109612331,0.000390625006,0.109
19481.303207249224,0.0799999982,3.90624991e-05,0.109635971,0.000312499993,0.11
25268.98270059736,0.0799999982,3.90624991e-05,0.109582752,0.000390625006,0.111
22542.327200975218,0.0799999982,3.90624991e-05,0.109635025,0.000312499993,0.112
20046.939700281488,0.0799999982,3.90624991e-05,0.109612279,0.000390625006,0.113
19145.78061391878,0.0799999982,3.90624991e-05,0.109604649,0.000312499993,0.114
19092.456452690196,0.0799999982,3.90624991e-05,0.109629743,0.000312499993,0.115
25008.396044993442,0.0799999982,3.90624991e-05,0.109580226,0.000390625006,0.116
22345.05564443008,0.0799999982,3.90624991e-05,0.109630063,0.000312499993,0.117
21198.136194005056,0.0799999982,3.90624991e-05,0.10960266,0.000390625006,0.118
